a_p1,a_o1,a_p2,a_o2,b_p1,b_o1,b_p2,b_o2,a_ev,b_ev,ev_diff,ev_ratio,rare
0.13,1.88,0.87,10.43,1,6.35,0,0,9.32,6.35,2.97,1.47,unattractive
0.44,5.12,0.56,14.94,1,5.22,0,0,10.62,5.22,5.4,2.03,none
0.98,1.52,0.02,13.29,1,7.28,0,0,1.76,7.28,-5.52,0.24,attractive
0.77,0.51,0.23,17.41,1,5.42,0,0,4.4,5.42,-1.02,0.81,none
0.15,9.92,0.85,12.35,1,10.62,0,0,11.99,10.62,1.37,1.13,unattractive
0.08,1.6,0.92,17.52,1,17.13,0,0,16.25,17.13,-0.88,0.95,unattractive
0.24,2.78,0.76,19.53,1,8.26,0,0,15.51,8.26,7.25,1.88,none
0.54,3.96,0.46,19.35,1,5.17,0,0,11.04,5.17,5.87,2.14,none
0.78,1.79,0.22,10.86,1,3.55,0,0,3.79,3.55,0.24,1.07,none
0.46,0.39,0.54,16.69,1,11.08,0,0,9.19,11.08,-1.89,0.83,none
0.15,6.37,0.85,16.11,1,7.29,0,0,14.65,7.29,7.36,2.01,unattractive
0.92,1.9,0.08,11.16,1,8.64,0,0,2.64,8.64,-6,0.31,attractive
0.55,8.63,0.45,19.85,1,15.68,0,0,13.68,15.68,-2,0.87,none
0.22,10.2,0.78,19.44,1,18.57,0,0,17.41,18.57,-1.16,0.94,none
0.48,1.02,0.52,15.67,1,10.08,0,0,8.64,10.08,-1.44,0.86,none
0.23,4.47,0.77,16.6,1,8.2,0,0,13.81,8.2,5.61,1.68,none
0.31,1.02,0.69,16.66,1,13.58,0,0,11.81,13.58,-1.77,0.87,none
0.85,2.06,0.15,15.73,1,5.52,0,0,4.11,5.52,-1.41,0.74,attractive
0.69,3.14,0.31,15.88,1,4.52,0,0,7.09,4.52,2.57,1.57,none
0.64,8.77,0.36,19.65,1,15.03,0,0,12.69,15.03,-2.34,0.84,none
0.47,0.17,0.53,19.75,1,1.05,0,0,10.55,1.05,9.5,10.05,none
0.3,0.76,0.7,11.2,1,2.77,0,0,8.07,2.77,5.3,2.91,none
0.42,1.32,0.58,10.17,1,8.92,0,0,6.45,8.92,-2.47,0.72,none
0.94,3.64,0.06,9.63,1,7.65,0,0,4,7.65,-3.65,0.52,attractive
0.94,12.47,0.06,19.22,1,17.84,0,0,12.88,17.84,-4.96,0.72,attractive
0.42,0.07,0.58,4.63,1,0.4,0,0,2.71,0.4,2.31,6.77,none
0.04,7.61,0.96,17.94,1,15.34,0,0,17.53,15.34,2.19,1.14,unattractive
0.06,0.66,0.94,7.61,1,1.89,0,0,7.19,1.89,5.3,3.8,unattractive
0.07,1.86,0.93,18.15,1,3.09,0,0,17.01,3.09,13.92,5.5,unattractive
0.08,0.98,0.92,17.21,1,3.77,0,0,15.91,3.77,12.14,4.22,unattractive
0.45,3.15,0.55,8.48,1,7.77,0,0,6.08,7.77,-1.69,0.78,none
0.4,5.34,0.6,18.16,1,15.1,0,0,13.03,15.1,-2.07,0.86,none
0.1,4.23,0.9,15.92,1,10.18,0,0,14.75,10.18,4.57,1.45,unattractive
0.79,0.87,0.21,17.62,1,7.11,0,0,4.39,7.11,-2.72,0.62,none
0.43,2.58,0.57,8.49,1,7.69,0,0,5.95,7.69,-1.74,0.77,none
0.3,3.86,0.7,18,1,14.89,0,0,13.76,14.89,-1.13,0.92,none
0.85,1.75,0.15,6.66,1,1.97,0,0,2.49,1.97,0.52,1.26,attractive
0.33,12.01,0.67,16.57,1,13.94,0,0,15.07,13.94,1.13,1.08,none
0.08,8.53,0.92,14.89,1,10.13,0,0,14.38,10.13,4.25,1.42,unattractive
0.46,6.77,0.54,15.79,1,10.42,0,0,11.64,10.42,1.22,1.12,none
0.77,2.38,0.23,13.51,1,5.69,0,0,4.94,5.69,-0.75,0.87,none
0.95,4.95,0.05,17.04,1,13.13,0,0,5.55,13.13,-7.58,0.42,attractive
0.66,0.4,0.34,13.34,1,0.41,0,0,4.8,0.41,4.39,11.71,none
0.93,6.22,0.07,18.71,1,14.05,0,0,7.09,14.05,-6.96,0.5,attractive
0.76,8.35,0.24,19.57,1,13.72,0,0,11.04,13.72,-2.68,0.8,none
0.13,1.37,0.87,16.65,1,2.38,0,0,14.66,2.38,12.28,6.16,unattractive
0.4,1.25,0.6,16.63,1,10.94,0,0,10.48,10.94,-0.46,0.96,none
0.39,2.59,0.61,14.5,1,9.48,0,0,9.86,9.48,0.38,1.04,none
0.07,1.81,0.93,12.19,1,3.41,0,0,11.46,3.41,8.05,3.36,unattractive
0.94,1.55,0.06,13.2,1,6.18,0,0,2.25,6.18,-3.93,0.36,attractive
0.04,4.1,0.96,18.39,1,16.18,0,0,17.82,16.18,1.64,1.1,unattractive
0.62,10.75,0.38,17.97,1,14.28,0,0,13.49,14.28,-0.79,0.94,none
0.21,7.97,0.79,17.11,1,16.45,0,0,15.19,16.45,-1.26,0.92,none
0.89,7.11,0.11,13.58,1,13.56,0,0,7.82,13.56,-5.74,0.58,attractive
0.49,1.05,0.51,19.69,1,10.56,0,0,10.56,10.56,0,1,none
0.65,0.6,0.35,13.62,1,10.31,0,0,5.16,10.31,-5.15,0.5,none
0.47,11.61,0.53,14.96,1,13.98,0,0,13.39,13.98,-0.59,0.96,none
0.28,4.58,0.72,15.15,1,4.77,0,0,12.19,4.77,7.42,2.56,none
0.07,0.16,0.93,8.89,1,1.69,0,0,8.28,1.69,6.59,4.9,unattractive
0.86,1.52,0.14,13.82,1,7.69,0,0,3.24,7.69,-4.45,0.42,attractive
0.38,4.25,0.62,10.28,1,7.56,0,0,7.99,7.56,0.43,1.06,none
0.56,5.94,0.44,19.59,1,14.7,0,0,11.95,14.7,-2.75,0.81,none
0.73,1.73,0.27,8.01,1,7.11,0,0,3.43,7.11,-3.68,0.48,none
0.9,4,0.1,13.14,1,8.61,0,0,4.91,8.61,-3.7,0.57,attractive
0.59,13.26,0.41,18.04,1,15.5,0,0,15.22,15.5,-0.28,0.98,none
0.22,5.6,0.78,19.02,1,8.56,0,0,16.07,8.56,7.51,1.88,none
0.2,5.66,0.8,17.57,1,14.31,0,0,15.19,14.31,0.88,1.06,none
0.02,8.15,0.98,17.72,1,10.86,0,0,17.53,10.86,6.67,1.61,unattractive
0.65,1.72,0.35,17.94,1,4.44,0,0,7.4,4.44,2.96,1.67,none
0.17,10.34,0.83,17.89,1,17.71,0,0,16.61,17.71,-1.1,0.94,unattractive
0.62,0.92,0.38,17.97,1,14.21,0,0,7.4,14.21,-6.81,0.52,none
0.49,5.29,0.51,16.92,1,7.35,0,0,11.22,7.35,3.87,1.53,none
0.21,2.94,0.79,14.07,1,11.91,0,0,11.73,11.91,-0.18,0.98,none
0.17,2.96,0.83,12.81,1,5.34,0,0,11.14,5.34,5.8,2.09,unattractive
0.84,1.78,0.16,19.07,1,18.57,0,0,4.55,18.57,-14.02,0.25,attractive
0.22,6.42,0.78,19.31,1,9,0,0,16.47,9,7.47,1.83,none
0.68,0.57,0.32,11.05,1,4.35,0,0,3.92,4.35,-0.43,0.9,none
0.03,0.06,0.97,15.48,1,0.96,0,0,15.02,0.96,14.06,15.65,unattractive
0.39,1.71,0.61,9.68,1,5.52,0,0,6.57,5.52,1.05,1.19,none
0.64,0.01,0.36,8.98,1,1.92,0,0,3.24,1.92,1.32,1.69,none
0.45,0.46,0.55,17.78,1,14.6,0,0,9.99,14.6,-4.61,0.68,none
0.1,3.39,0.9,13.27,1,12.97,0,0,12.28,12.97,-0.69,0.95,unattractive
0.67,5.4,0.33,12.45,1,5.52,0,0,7.73,5.52,2.21,1.4,none
0.52,2.98,0.48,18.77,1,17.95,0,0,10.56,17.95,-7.39,0.59,none
0.04,0.94,0.96,17.05,1,12.74,0,0,16.41,12.74,3.67,1.29,unattractive
0.05,8.71,0.95,12.71,1,11.63,0,0,12.51,11.63,0.88,1.08,unattractive
0.89,2.63,0.11,18.2,1,13,0,0,4.34,13,-8.66,0.33,attractive
0.73,1.99,0.27,14.04,1,3,0,0,5.24,3,2.24,1.75,none
0.09,0.62,0.91,14.93,1,8.1,0,0,13.64,8.1,5.54,1.68,unattractive
0.54,4.28,0.46,12.7,1,6.29,0,0,8.15,6.29,1.86,1.3,none
0.16,1.86,0.84,16.87,1,6.28,0,0,14.47,6.28,8.19,2.3,unattractive
0.51,5.57,0.49,16.93,1,9.6,0,0,11.14,9.6,1.54,1.16,none
0.71,5.49,0.29,19.29,1,13.61,0,0,9.49,13.61,-4.12,0.7,none
0.02,11.89,0.98,13.76,1,12.22,0,0,13.72,12.22,1.5,1.12,unattractive
0.15,0.37,0.85,17.31,1,2.21,0,0,14.77,2.21,12.56,6.68,unattractive
0.42,2.01,0.58,16.92,1,3.14,0,0,10.66,3.14,7.52,3.39,none
0.25,2.93,0.75,19.96,1,11.25,0,0,15.7,11.25,4.45,1.4,none
0.1,6.02,0.9,19.78,1,8.29,0,0,18.4,8.29,10.11,2.22,unattractive
0.59,0.31,0.41,5.59,1,2.43,0,0,2.47,2.43,0.04,1.02,none
0.27,6.99,0.73,17.16,1,9.22,0,0,14.41,9.22,5.19,1.56,none
0.94,0.23,0.06,9.41,1,8.86,0,0,0.78,8.86,-8.08,0.09,attractive
0.7,0.2,0.3,18.69,1,1.94,0,0,5.75,1.94,3.81,2.96,none
0.8,0.64,0.2,15.62,1,13.22,0,0,3.64,13.22,-9.58,0.28,none
0.67,9.83,0.33,14.51,1,11.84,0,0,11.37,11.84,-0.47,0.96,none
0.75,3.22,0.25,19.97,1,18.91,0,0,7.41,18.91,-11.5,0.39,none
0.31,1.06,0.69,14.29,1,12.59,0,0,10.19,12.59,-2.4,0.81,none
0.25,6.9,0.75,19.28,1,14.77,0,0,16.19,14.77,1.42,1.1,none
0.59,5.39,0.41,17.7,1,6.99,0,0,10.44,6.99,3.45,1.49,none
0.24,11.08,0.76,16.64,1,11.64,0,0,15.31,11.64,3.67,1.32,none
0.78,0.97,0.22,18.04,1,9.78,0,0,4.73,9.78,-5.05,0.48,none
0.82,1.49,0.18,14.28,1,12.9,0,0,3.79,12.9,-9.11,0.29,attractive
0.52,7.27,0.48,14.34,1,12.89,0,0,10.66,12.89,-2.23,0.83,none
0.18,2.91,0.82,19.14,1,16.12,0,0,16.22,16.12,0.1,1.01,unattractive
0.93,1.2,0.07,11.09,1,4.5,0,0,1.89,4.5,-2.61,0.42,attractive
0.68,4.93,0.32,14.05,1,8.13,0,0,7.85,8.13,-0.28,0.97,none
0.2,0.22,0.8,12.14,1,1.18,0,0,9.76,1.18,8.58,8.27,none
0.91,4.55,0.09,18.24,1,12.71,0,0,5.78,12.71,-6.93,0.45,attractive
0.74,4.14,0.26,10.08,1,8.86,0,0,5.68,8.86,-3.18,0.64,none
0.25,3.93,0.75,13.1,1,12.91,0,0,10.81,12.91,-2.1,0.84,none
0.98,0.04,0.02,15.07,1,14.47,0,0,0.34,14.47,-14.13,0.02,attractive
0.58,7.51,0.42,17.24,1,9.31,0,0,11.6,9.31,2.29,1.25,none
0.45,1.37,0.55,18.83,1,10.8,0,0,10.97,10.8,0.17,1.02,none
0.57,2.14,0.43,3.86,1,3.72,0,0,2.88,3.72,-0.84,0.77,none
0.79,1.45,0.21,17.84,1,13.13,0,0,4.89,13.13,-8.24,0.37,none
0.7,1.89,0.3,17.81,1,9.02,0,0,6.67,9.02,-2.35,0.74,none
0.68,3.71,0.32,18.43,1,17.88,0,0,8.42,17.88,-9.46,0.47,none
0.79,1.14,0.21,18.73,1,16.59,0,0,4.83,16.59,-11.76,0.29,none
0.74,3.27,0.26,14.56,1,9.99,0,0,6.21,9.99,-3.78,0.62,none
0.47,0.63,0.53,11.42,1,5.49,0,0,6.35,5.49,0.86,1.16,none
0.92,0.38,0.08,4.58,1,1.87,0,0,0.72,1.87,-1.15,0.39,attractive
0.46,3.2,0.54,10.47,1,7.48,0,0,7.13,7.48,-0.35,0.95,none
0.61,0.03,0.39,7.63,1,1.79,0,0,2.99,1.79,1.2,1.67,none
0.78,12.23,0.22,19.02,1,14.42,0,0,13.72,14.42,-0.7,0.95,none
0.87,10.53,0.13,18.67,1,11.46,0,0,11.59,11.46,0.13,1.01,attractive
0.94,1.49,0.06,18,1,13.1,0,0,2.48,13.1,-10.62,0.19,attractive
0.49,4.91,0.51,7.97,1,5.44,0,0,6.47,5.44,1.03,1.19,none
0.64,1.7,0.36,16,1,8.7,0,0,6.85,8.7,-1.85,0.79,none
0.25,1.75,0.75,17.14,1,2.08,0,0,13.29,2.08,11.21,6.39,none
0.24,0.79,0.76,14.62,1,12.34,0,0,11.3,12.34,-1.04,0.92,none
0.57,3.98,0.43,19.96,1,9.11,0,0,10.85,9.11,1.74,1.19,none
0.24,2.89,0.76,6.44,1,4.33,0,0,5.59,4.33,1.26,1.29,none
0.73,3.35,0.27,18.39,1,16.09,0,0,7.41,16.09,-8.68,0.46,none
0.18,5.14,0.82,8.77,1,6,0,0,8.12,6,2.12,1.35,unattractive
0.6,0.68,0.4,7.51,1,6.56,0,0,3.41,6.56,-3.15,0.52,none
0.32,3.46,0.68,9.9,1,4.75,0,0,7.84,4.75,3.09,1.65,none
0.76,5.3,0.24,14.82,1,14.39,0,0,7.58,14.39,-6.81,0.53,none
0.89,0.02,0.11,15.66,1,3.15,0,0,1.74,3.15,-1.41,0.55,attractive
0.72,7.08,0.28,9.56,1,9.04,0,0,7.77,9.04,-1.27,0.86,none
0.81,17.79,0.19,19.98,1,18.97,0,0,18.21,18.97,-0.76,0.96,attractive
0.72,3.2,0.28,18.66,1,3.4,0,0,7.53,3.4,4.13,2.21,none
0.88,1.67,0.12,16.98,1,13.74,0,0,3.51,13.74,-10.23,0.26,attractive
0.08,3.39,0.92,12.67,1,11.8,0,0,11.93,11.8,0.13,1.01,unattractive
0.93,3.77,0.07,13.71,1,7.3,0,0,4.47,7.3,-2.83,0.61,attractive
0.55,0.83,0.45,10.59,1,6.11,0,0,5.22,6.11,-0.89,0.85,none
0.39,1.35,0.61,18.04,1,10.04,0,0,11.53,10.04,1.49,1.15,none
0.77,0.29,0.23,16.92,1,6.33,0,0,4.11,6.33,-2.22,0.65,none
0.36,8.33,0.64,16.58,1,12.75,0,0,13.61,12.75,0.86,1.07,none
0.74,0.94,0.26,3.12,1,2.4,0,0,1.51,2.4,-0.89,0.63,none
0.88,11.76,0.12,16.68,1,15.12,0,0,12.35,15.12,-2.77,0.82,attractive
0.88,4.24,0.12,19.94,1,7.09,0,0,6.12,7.09,-0.97,0.86,attractive
0.6,4.26,0.4,12,1,9.52,0,0,7.36,9.52,-2.16,0.77,none
0.08,3.87,0.92,17.97,1,10.28,0,0,16.84,10.28,6.56,1.64,unattractive
0.22,7.4,0.78,14.75,1,10.28,0,0,13.13,10.28,2.85,1.28,none
0.91,2.48,0.09,12.44,1,5.24,0,0,3.38,5.24,-1.86,0.65,attractive
0.8,2.21,0.2,13.89,1,9.63,0,0,4.55,9.63,-5.08,0.47,none
0.95,3.24,0.05,7.63,1,4.97,0,0,3.46,4.97,-1.51,0.7,attractive
0.26,0.57,0.74,3.23,1,2.58,0,0,2.54,2.58,-0.04,0.98,none
0.69,3.69,0.31,8.72,1,7.6,0,0,5.25,7.6,-2.35,0.69,none
0.22,3.12,0.78,17.07,1,8.92,0,0,14,8.92,5.08,1.57,none
0.99,0.74,0.01,19.5,1,18.8,0,0,0.93,18.8,-17.87,0.05,attractive
0.66,2.88,0.34,13.75,1,5.56,0,0,6.58,5.56,1.02,1.18,none
0.75,3.28,0.25,16.43,1,4.15,0,0,6.57,4.15,2.42,1.58,none
0.5,2,0.5,13.53,1,7.84,0,0,7.76,7.84,-0.08,0.99,none
0.15,2.68,0.85,16.35,1,11.3,0,0,14.3,11.3,3,1.27,unattractive
0.86,3.33,0.14,17.98,1,17.18,0,0,5.38,17.18,-11.8,0.31,attractive
0.44,5.07,0.56,16.56,1,10.92,0,0,11.5,10.92,0.58,1.05,none
0.27,5.91,0.73,11.65,1,8.35,0,0,10.1,8.35,1.75,1.21,none
0.54,1.05,0.46,18.43,1,7.62,0,0,9.04,7.62,1.42,1.19,none
0.05,7.56,0.95,16.48,1,15.06,0,0,16.03,15.06,0.97,1.06,unattractive
0.88,3.92,0.12,11.92,1,9.8,0,0,4.88,9.8,-4.92,0.5,attractive
0.62,7.92,0.38,15.56,1,10.07,0,0,10.82,10.07,0.75,1.07,none
0.2,0.84,0.8,18.02,1,3.51,0,0,14.58,3.51,11.07,4.15,none
0.88,2.55,0.12,15.51,1,8.49,0,0,4.11,8.49,-4.38,0.48,attractive
0.23,7.89,0.77,15.06,1,14.43,0,0,13.41,14.43,-1.02,0.93,none
0.99,2.28,0.01,17.16,1,11.49,0,0,2.43,11.49,-9.06,0.21,attractive
0.51,4.26,0.49,10.94,1,6.8,0,0,7.53,6.8,0.73,1.11,none
0.73,3.81,0.27,18.03,1,6.77,0,0,7.65,6.77,0.88,1.13,none
0.36,4.57,0.64,12.99,1,4.68,0,0,9.96,4.68,5.28,2.13,none
0.08,7.51,0.92,18.98,1,9.68,0,0,18.06,9.68,8.38,1.87,unattractive
0.33,6.31,0.67,8.42,1,7.29,0,0,7.72,7.29,0.43,1.06,none
0.36,0.95,0.64,9.67,1,4.54,0,0,6.53,4.54,1.99,1.44,none
0.64,9.8,0.36,16.67,1,14.38,0,0,12.27,14.38,-2.11,0.85,none
0.52,0.96,0.48,16.91,1,15.62,0,0,8.62,15.62,-7,0.55,none
0.76,0.3,0.24,11.81,1,6.06,0,0,3.06,6.06,-3,0.5,none
0.73,5.5,0.27,14.96,1,11.91,0,0,8.05,11.91,-3.86,0.68,none
0.83,4.19,0.17,9.96,1,5.7,0,0,5.17,5.7,-0.53,0.91,attractive
0.77,0.76,0.23,9.95,1,8.57,0,0,2.87,8.57,-5.7,0.33,none
0.71,9.04,0.29,11.66,1,11.32,0,0,9.8,11.32,-1.52,0.87,none
0.61,2.24,0.39,17.63,1,2.94,0,0,8.24,2.94,5.3,2.8,none
0.76,0.79,0.24,6.16,1,5.56,0,0,2.08,5.56,-3.48,0.37,none
0.89,3.57,0.11,16.9,1,10.61,0,0,5.04,10.61,-5.57,0.48,attractive
0.3,14.35,0.7,16.93,1,15.73,0,0,16.16,15.73,0.43,1.03,none
0.08,8.85,0.92,14.89,1,12.12,0,0,14.41,12.12,2.29,1.19,unattractive
0.07,7.07,0.93,16.25,1,15.41,0,0,15.61,15.41,0.2,1.01,unattractive
0.85,8.88,0.15,19.45,1,8.95,0,0,10.47,8.95,1.52,1.17,attractive
0.89,2.05,0.11,16.01,1,14.37,0,0,3.59,14.37,-10.78,0.25,attractive
0.13,2.5,0.87,9.41,1,2.84,0,0,8.51,2.84,5.67,3,unattractive
0.06,7,0.94,16.74,1,15.8,0,0,16.16,15.8,0.36,1.02,unattractive
0.28,4.67,0.72,18.73,1,6.24,0,0,14.79,6.24,8.55,2.37,none
0.08,8.43,0.92,19.29,1,15.35,0,0,18.42,15.35,3.07,1.2,unattractive
0.9,5.79,0.1,12.97,1,9.02,0,0,6.51,9.02,-2.51,0.72,attractive
0.94,15.25,0.06,17.73,1,16.98,0,0,15.4,16.98,-1.58,0.91,attractive
0.27,5.08,0.73,15.8,1,6.18,0,0,12.91,6.18,6.73,2.09,none
0.81,6.34,0.19,17.74,1,11.44,0,0,8.51,11.44,-2.93,0.74,attractive
0.96,0.63,0.04,11.32,1,10.65,0,0,1.06,10.65,-9.59,0.1,attractive
0.98,11.24,0.02,15.87,1,14.72,0,0,11.33,14.72,-3.39,0.77,attractive
0.33,3.44,0.67,17.94,1,7.17,0,0,13.15,7.17,5.98,1.83,none
0.27,8.17,0.73,19.08,1,9.19,0,0,16.13,9.19,6.94,1.76,none
0.86,12.72,0.14,15.16,1,14.56,0,0,13.06,14.56,-1.5,0.9,attractive
0.06,8.16,0.94,18.56,1,11.36,0,0,17.94,11.36,6.58,1.58,unattractive
0.39,6.81,0.61,15.88,1,14.79,0,0,12.34,14.79,-2.45,0.83,none
0.41,7.27,0.59,17.35,1,10.69,0,0,13.22,10.69,2.53,1.24,none
0.59,7.34,0.41,19.38,1,18.02,0,0,12.28,18.02,-5.74,0.68,none
0.37,2.17,0.63,17.27,1,15.78,0,0,11.68,15.78,-4.1,0.74,none
0.96,13.18,0.04,17.11,1,16.44,0,0,13.34,16.44,-3.1,0.81,attractive
0.39,4.23,0.61,12.74,1,11.49,0,0,9.42,11.49,-2.07,0.82,none
0.27,7.79,0.73,19.35,1,13.5,0,0,16.23,13.5,2.73,1.2,none
0.73,9.68,0.27,19.59,1,18.22,0,0,12.36,18.22,-5.86,0.68,none
0.59,7.27,0.41,12.51,1,9.31,0,0,9.42,9.31,0.11,1.01,none
0.79,1.91,0.21,19.13,1,17,0,0,5.53,17,-11.47,0.33,none
0.66,0.21,0.34,14.44,1,12.13,0,0,5.05,12.13,-7.08,0.42,none
0.03,2.48,0.97,18.85,1,2.56,0,0,18.36,2.56,15.8,7.17,unattractive
0.41,4.63,0.59,16.82,1,10.66,0,0,11.82,10.66,1.16,1.11,none
0.15,2.73,0.85,17.29,1,4.11,0,0,15.11,4.11,11,3.68,unattractive
0.48,2.28,0.52,16.88,1,7.17,0,0,9.87,7.17,2.7,1.38,none
0.24,0.22,0.76,11.97,1,0.69,0,0,9.15,0.69,8.46,13.26,none
0.1,1.39,0.9,15.59,1,9.08,0,0,14.17,9.08,5.09,1.56,unattractive
0.67,1.41,0.33,19.63,1,2.87,0,0,7.42,2.87,4.55,2.59,none
0.39,7.07,0.61,19.37,1,15.32,0,0,14.57,15.32,-0.75,0.95,none
0.19,4.71,0.81,17.6,1,5.64,0,0,15.15,5.64,9.51,2.69,unattractive
0.97,1.39,0.03,19.17,1,9.96,0,0,1.92,9.96,-8.04,0.19,attractive
0.66,0.73,0.34,8.99,1,8.96,0,0,3.54,8.96,-5.42,0.4,none
0.14,5.57,0.86,15.9,1,8.79,0,0,14.45,8.79,5.66,1.64,unattractive
0.32,5.36,0.68,13.13,1,6.87,0,0,10.64,6.87,3.77,1.55,none
0.14,9.08,0.86,15.5,1,10.1,0,0,14.6,10.1,4.5,1.45,unattractive
0.08,2.31,0.92,10.06,1,8.62,0,0,9.44,8.62,0.82,1.1,unattractive
0.51,8.87,0.49,11.07,1,9.47,0,0,9.95,9.47,0.48,1.05,none
0.57,12.36,0.43,16.19,1,13.51,0,0,14.01,13.51,0.5,1.04,none
0.36,7.84,0.64,16.06,1,10.7,0,0,13.1,10.7,2.4,1.22,none
0.27,9.01,0.73,18.68,1,9.17,0,0,16.07,9.17,6.9,1.75,none
0.39,13.26,0.61,18.33,1,13.27,0,0,16.35,13.27,3.08,1.23,none
0.12,2.82,0.88,13.12,1,5.66,0,0,11.88,5.66,6.22,2.1,unattractive
0.01,0.14,0.99,19.57,1,16.37,0,0,19.38,16.37,3.01,1.18,unattractive
0.5,9.52,0.5,15.51,1,15.23,0,0,12.52,15.23,-2.71,0.82,none
0.9,15.91,0.1,19.31,1,18.04,0,0,16.25,18.04,-1.79,0.9,attractive
0.24,5.5,0.76,13.81,1,8.67,0,0,11.82,8.67,3.15,1.36,none
0.25,10.76,0.75,18.92,1,13.19,0,0,16.88,13.19,3.69,1.28,none
0.02,1.77,0.98,11.89,1,7.06,0,0,11.69,7.06,4.63,1.66,unattractive
0.57,12.33,0.43,17.44,1,16.03,0,0,14.53,16.03,-1.5,0.91,none
0.93,7.35,0.07,19.67,1,11.58,0,0,8.21,11.58,-3.37,0.71,attractive
0.28,0.49,0.72,18.51,1,6.1,0,0,13.46,6.1,7.36,2.21,none
0.34,0.99,0.66,13.74,1,6.61,0,0,9.4,6.61,2.79,1.42,none
0.85,8.12,0.15,19.32,1,12.34,0,0,9.8,12.34,-2.54,0.79,attractive
0.78,4.12,0.22,19.1,1,7.7,0,0,7.42,7.7,-0.28,0.96,none
0.65,3.34,0.35,14.96,1,8.76,0,0,7.41,8.76,-1.35,0.85,none
0.31,0.61,0.69,15.46,1,11.71,0,0,10.86,11.71,-0.85,0.93,none
0.01,15.26,0.99,19.02,1,16.55,0,0,18.98,16.55,2.43,1.15,unattractive
0.63,0.73,0.37,17.87,1,8.04,0,0,7.07,8.04,-0.97,0.88,none
0.58,6.86,0.42,7.86,1,6.93,0,0,7.28,6.93,0.35,1.05,none
0.91,2.92,0.09,12.62,1,10.01,0,0,3.79,10.01,-6.22,0.38,attractive
0.88,3.28,0.12,10.98,1,6.04,0,0,4.2,6.04,-1.84,0.7,attractive
0.45,8.18,0.55,9.81,1,8.58,0,0,9.08,8.58,0.5,1.06,none
0.87,6.15,0.13,17.59,1,9.94,0,0,7.64,9.94,-2.3,0.77,attractive
0.33,0.42,0.67,10,1,1.67,0,0,6.84,1.67,5.17,4.1,none
0.95,6.75,0.05,19.56,1,17.51,0,0,7.39,17.51,-10.12,0.42,attractive
0.52,0.53,0.48,6.63,1,5.32,0,0,3.46,5.32,-1.86,0.65,none
0.83,16.65,0.17,18.45,1,18.12,0,0,16.96,18.12,-1.16,0.94,attractive
0.76,8.93,0.24,11.14,1,10.75,0,0,9.46,10.75,-1.29,0.88,none
0.76,15.46,0.24,16.46,1,15.77,0,0,15.7,15.77,-0.07,1,none
0.15,8.28,0.85,10.29,1,9.87,0,0,9.99,9.87,0.12,1.01,unattractive
0.05,2.42,0.95,19,1,6.64,0,0,18.17,6.64,11.53,2.74,unattractive
0.85,1.06,0.15,10.4,1,7.39,0,0,2.46,7.39,-4.93,0.33,attractive
0.18,3.71,0.82,14.22,1,7.53,0,0,12.33,7.53,4.8,1.64,unattractive
0.95,7.89,0.05,10.25,1,9.17,0,0,8.01,9.17,-1.16,0.87,attractive
0.1,3.31,0.9,18.23,1,5.11,0,0,16.74,5.11,11.63,3.28,unattractive
0.15,10.99,0.85,19.93,1,12.26,0,0,18.59,12.26,6.33,1.52,unattractive
0.6,3.35,0.4,11.21,1,6.98,0,0,6.49,6.98,-0.49,0.93,none
0.19,4.79,0.81,18.36,1,16.01,0,0,15.78,16.01,-0.23,0.99,unattractive
0.52,5.74,0.48,12.15,1,10.21,0,0,8.82,10.21,-1.39,0.86,none
0.4,2.31,0.6,15.22,1,3.59,0,0,10.06,3.59,6.47,2.8,none
0.31,1.68,0.69,6.81,1,6.06,0,0,5.22,6.06,-0.84,0.86,none
0.44,11.28,0.56,19.96,1,13.96,0,0,16.14,13.96,2.18,1.16,none
0.12,5.27,0.88,16.47,1,8.95,0,0,15.13,8.95,6.18,1.69,unattractive
0.15,2.1,0.85,16.65,1,4.33,0,0,14.47,4.33,10.14,3.34,unattractive
0.56,0.32,0.44,7.71,1,2.14,0,0,3.57,2.14,1.43,1.67,none
0.96,10.47,0.04,16.28,1,10.63,0,0,10.7,10.63,0.07,1.01,attractive
0.18,10.06,0.82,16.31,1,11.6,0,0,15.19,11.6,3.59,1.31,unattractive
0.07,3.69,0.93,17.42,1,12.74,0,0,16.46,12.74,3.72,1.29,unattractive
0.06,5.22,0.94,11.91,1,11.52,0,0,11.51,11.52,-0.01,1,unattractive
0.73,11.76,0.27,13.81,1,13.62,0,0,12.31,13.62,-1.31,0.9,none
0.99,3.61,0.01,14.69,1,7.12,0,0,3.72,7.12,-3.4,0.52,attractive
0.9,3.48,0.1,16.03,1,5.06,0,0,4.73,5.06,-0.33,0.93,attractive
0.98,0.5,0.02,15.57,1,14.72,0,0,0.8,14.72,-13.92,0.05,attractive
0.74,15.89,0.26,19.8,1,19.15,0,0,16.91,19.15,-2.24,0.88,none
0.09,0.45,0.91,15.5,1,0.54,0,0,14.15,0.54,13.61,26.2,unattractive
0.71,2.36,0.29,19.55,1,15.48,0,0,7.35,15.48,-8.13,0.47,none
0.05,0.32,0.95,16.73,1,13.14,0,0,15.91,13.14,2.77,1.21,unattractive
